campus,category,class_modality_categories,class_participation_contrib_prcnt,classroom,course_title,credits,eligible_year,exam_contrib_prcnt,instructor,level,main_language,others_contrib_prcnt,papers_contrib_prcnt,school,term_day_period,types_of_lesson,url,year
Toyama,Common Subjects (Foreign Languages),[On-campus],30,,Intensive Studies 54 (Seminar: East Asian Cultures in Global Perspective 1)3-1_【文学・文構・文研_合併】,1,1,,"PARNASS, Anat",Level of Master,English,30,40,"Graduate School of Letters, Arts and Sciences","{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=340100E904012025340100E90434&pLng=en,2025
Waseda,Advanced Seminar: Commercial Law,[On-campus],100,27-205,Advanced Seminar: Commercial Law (Prof.Fukushima),1,3,,"FUKUSHIMA, Hironao",Level of Master,Japanese,,,Graduate School of Law,"{'terms': [{'season': 'Spring', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=33A101063501202533A101063533&pLng=en,2025
Toyama,Common Subjects (Foreign Languages),[On-campus],,,Intensive Studies 53 (Seminar: Topics in Japanese Literature 3)3-1_【文学・文構・文研_合併】,1,1,,"REEVES, Kristopher",Level of Master,English,,,"Graduate School of Letters, Arts and Sciences","{'terms': [{'season': 'Winter', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=340100E903012025340100E90334&pLng=en,2025
Toyama,Core Subjects (Lectures),[Online] Full On-demand,70,,Archaeology 11,2,1,0,"JOKURA, Masayoshi",Level of Master,Japanese,0,30,"Graduate School of Letters, Arts and Sciences","{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'On demand', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=34Z138184101202534Z138184134&pLng=en,2025
Waseda,Seminars (Master's Course),[Online] Realtime Streaming,50,11-1111,Applied Macroeconomics,2,1,,"KATAOKA, Takao",Level of Master,Japanese,,50,Graduate School of Commerce,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3500045097012025350004509735&pLng=en,2025
Toyama,Common Subjects (Foreign Languages),[On-campus],60,01:33-231／02:33-231,Intensive Studies 52 (Seminar: Topics in Japanese Literature 2)3-1_【文学・文構・文研_合併】,1,1,0,"FITTLER, Aron",Level of Master,English,0,40,"Graduate School of Letters, Arts and Sciences","{'terms': [{'season': 'Summer', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=340100E902012025340100E90234&pLng=en,2025
Waseda,Lectures (Accounting),[On-campus],70,11-913,Management Accounting in Public Sector,2,1,,"METOKI, Takehiro",Level of Master,Japanese,,30,Graduate School of Commerce,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3500001260012025350000126035&pLng=en,2025
Toyama,Common Subjects (Foreign Languages),[On-campus],100,,Advanced Greek 2,1,1,0,"KONDO, Tomohiko",Level of Master,Japanese,0,0,"Graduate School of Letters, Arts and Sciences","{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=34Z100308401202534Z100308434&pLng=en,2025
Toyama,Core Subjects (Seminars),[On-campus],100,,Sociology 1-2: Seminar,2,1,0,"NISHIKIDO, Makoto",Level of Master,Japanese,0,0,"Graduate School of Letters, Arts and Sciences","{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=34Z124047201202534Z124047234&pLng=en,2025
Toyama,Common Subjects (Foreign Languages),[On-campus],100,36-3703,Advanced Greek 1,1,1,0,"KONDO, Tomohiko",Level of Master,Japanese,0,0,"Graduate School of Letters, Arts and Sciences","{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=34Z100308301202534Z100308334&pLng=en,2025
Toyama,Core Subjects (Seminars),[On-campus],100,,Oriental Philosophy 2-2: Seminar,2,1,0,"WATANABE, Yoshihiro",Level of Master,Japanese,0,0,"Graduate School of Letters, Arts and Sciences","{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=34Z122027401202534Z122027434&pLng=en,2025
Waseda,Researches(D.C.)･Fundamental Studies of Ed. Sci.,[On-campus],100,,Education Studies (D-2),0,1,,"MIKAMI, Atsushi",Level of Doctor,Japanese,,,Graduate School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'others', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': False}",Graduate Research,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=372A150022022025372A15002237&pLng=en,2025
Waseda,Global Society Research Program,[On-campus] Hybrid (over 50% of classes on-campus),100,,International Management II (fall semester),2,2,,"HASEGAWA, Shinji",Level of Master,Japanese/English,,,Graduate School of Social Sciences,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '6', 'start_time': 6, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=3912725014012025391272501439&pLng=en,2025
Waseda,Basic Courses: International Relations/Area Studies,[On-campus],,,"Japan: History, Culture and Modernity (E)",2,1,,"GAGNE, Nana Okura",Level of Master,English,,,Graduate School of Asia-Pacific Studies,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '1-2', 'start_time': 1, 'end_time': 2, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=40010422H202202540010422H240&pLng=en,2025
Waseda,,[On-campus] Hybrid (over 50% of classes on-campus),100,,Master's Thesis: Financial Accounting,8,1,,"KAWAMURA, Yoshinori",Level of Master,Japanese,,,Graduate School of Accountancy,"{'terms': [{'season': 'Full', 'session': 'Year', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'others', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': False}",Thesis,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=4801006001012025480100600148&pLng=en,2025
Nishi-Waseda,Seminars,[On-campus] Hybrid (over 50% of classes on-campus),,,Seminar on Production and Supply Chain Management B1,4,1,,"OHMORI, Shunichi",Level of Master,Japanese,,,Graduate School of Creative Science and Engineering,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'others', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': False}",Graduate Research,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=5201062199012025520106219952&pLng=en,2025
Nishi-Waseda,Research Guidance,[On-campus] Hybrid (over 50% of classes on-campus),10,,Research on Thermal Energy Reaction Engineering（博士後期課程）,0,1,0,"KUSAKA, Jin",Level of Doctor,Japanese,0,90,Graduate School of Creative Science and Engineering,"{'terms': [{'season': 'Full', 'session': 'Year', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'others', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': False}",Graduate Research,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=5202020013012025520202001352&pLng=en,2025
Nishi-Waseda,Seminars,[On-campus] Hybrid (over 50% of classes on-campus),,,Seminar on Strategic Management for Value Creation B4,4,1,,"KITO, Tomomi",Level of Master,Japanese,,,Graduate School of Creative Science and Engineering,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'others', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': False}",Graduate Research,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=5201062198012025520106219852&pLng=en,2025
Nishi-Waseda,Lectures,[On-campus],40,,Advanced Building EnvironmentEBSE,2,1,0,"TANABE, Shinichi",Level of Master,Japanese/English,10,50,Graduate School of Creative Science and Engineering,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=5201GA1008012025520101101452&pLng=en,2025
Nishi-Waseda,Researches,[On-campus] Hybrid (over 50% of classes on-campus),,,Research on Soil MechanicsEBSE (Master's Program),0,1,,"OKAMURA, Mitsu",Level of Master,Japanese/English,100,,Graduate School of Creative Science and Engineering,"{'terms': [{'season': 'Full', 'session': 'Year', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'others', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': False}",Graduate Research,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=5201GD0009012025520104000852&pLng=en,2025
Nishi-Waseda,Research Guidance,[On-campus] Hybrid (over 50% of classes on-campus),,,Research on Exergy Engineering（博士後期課程）,0,1,,"NAKAGAKI, Takao",Level of Doctor,Japanese,100,,Graduate School of Creative Science and Engineering,"{'terms': [{'season': 'Full', 'session': 'Year', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'others', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': False}",Graduate Research,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=5202020012012025520202001252&pLng=en,2025
Nishi-Waseda,Lecture or Seminar Courses,[On-campus] Hybrid (over 50% of classes on-campus),40,,Practice on Business Design and Management γ,2,1,0,"NONAKA, Tomomi,MATSUURA, Takashi",Level of Doctor,Japanese,,60,Graduate School of Creative Science and Engineering,"{'terms': [{'season': 'Spring', 'session': None, 'position': 1}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'others', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': True}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=5202062108012025520106224852&pLng=en,2025
Nishi-Waseda,Lecture or Seminar Courses,[On-campus] Hybrid (over 50% of classes on-campus),30,,Practice on Business Design and Management α,2,1,,"IKEDA, Kazuaki,OHMORI, Shunichi,KITO, Tomomi,SERA, Seiji",Level of Doctor,Japanese,40,30,Graduate School of Creative Science and Engineering,"{'terms': [{'season': 'Spring', 'session': None, 'position': 1}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'others', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': True}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=5202062107012025520106224752&pLng=en,2025
Nishi-Waseda,Seminars,[On-campus] Hybrid (over 50% of classes on-campus),,,Seminar on Semiconductor Devices B,3,1,,"TAKEUCHI, Atsushi",Level of Master,Japanese/English,,,Graduate School of Advanced Science and Engineering,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'others', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=5301012118012025530101211853&pLng=en,2025
Nishi-Waseda,Lecture or Seminar Courses,[On-campus],20,,Technologies of Business Design & Management（博士後期課程）,1,1,0,"OHNO, Takahiro",Level of Doctor,Japanese,0,80,Graduate School of Creative Science and Engineering,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Sat', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=5202061047012025520206104752&pLng=en,2025
Waseda,Project Research,[On-campus],100,,Seminar on Digitalized Consumer Behavior,2,1,,"SHIBUYA, Satoru",Level of Master,Japanese,,,Graduate School of Business and Finance,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Fri', 'period': '7', 'start_time': 7, 'end_time': None, 'note': 'evening'}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=5700110222012025570011022257&pLng=en,2025
Waseda,Research Guidance,[On-campus],,,Seminar on Financial Law and Practice (Research Guidance),0,1,,"SHIBAZAKI, Satoru",Level of Master,Japanese/English,,,Graduate School of Business and Finance,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '6', 'start_time': 6, 'end_time': None, 'note': None}], 'is_intensive': False}",Graduate Research,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=5700130186012025570013018657&pLng=en,2025
TWIns,Lectures,[On-campus],,,Science Communication II: Advanced Science Communication TheoryEBSE,2,1,,"IWASAKI, Kiyotaka,QUINN, Gary",Level of Master,English,,,Graduate School of Advanced Science and Engineering,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=5301GF1009012025530106103253&pLng=en,2025
Other,,[Online] Full On-demand,,,Power Resource Optimization II (Lecture),1,1,,"ISHII, Hideo,HAYASHI, Yasuhiro,HOMMA, Takayuki,MIYATAKE, Kenji",Level of Doctor,Japanese,100,,Graduate School of Advanced Science and Engineering,"{'terms': [{'season': 'Spring', 'session': None, 'position': 1}, {'season': 'Fall', 'session': None, 'position': 2}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'On demand', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': True}",On-demand,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=5301001163012025510100116353&pLng=en,2025
Other,,[On-campus],,,Power Resource Optimization I (International Standardization),1,1,,"IINO, Yutaka,ISHII, Hideo,KANEKO, Akihisa,HAYASHI, Yasuhiro",Level of Master,Japanese,100,,Graduate School of Advanced Science and Engineering,"{'terms': [{'season': 'Spring', 'session': None, 'position': 1}, {'season': 'Fall', 'session': None, 'position': 2}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'others', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': True}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=5301001162012025510100116253&pLng=en,2025
Waseda,General Tutorial English,[On-campus],67,,Tutorial English (Intermediate) C F1,1,1,33,"KONDO, Yusuke,IKUTA, Miki","Intermediate, developmental and applicative",English,,,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Quarter', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}, {'seq': 2, 'day': 'Fri', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Foreign Language,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S05000319F120259S050003199S&pLng=en,2025
Waseda,Self-Competence Development (Career Design),[On-campus],20,,Cooperative Education through Research Internships (Spring),2,1,0,"MATSUI, Tatsunori",Level of Doctor,Japanese,,80,Global Education Center,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'others', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': False}",Practice,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S910300070120259S910300079S&pLng=en,2025
Waseda,Self-Competence Development (Career Design),[On-campus],20,,Cooperative Education through Research Internships (Fall),2,1,0,"MATSUI, Tatsunori",Level of Doctor,Japanese,,80,Global Education Center,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'others', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': False}",Practice,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=9S910300080120259S910300089S&pLng=en,2025
